Geo_FIPS,Geo_QNAME,Geo_NAME,TOTAL POP_DEMOGRAPHICS,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017300100,"Census Tract 3001, Middlesex County, Massachusetts",Census Tract 3001,3188,3025,0,0,14,0,0,149,1264,0,29,35,10,0,62,10,27,33,58,112,114,305,91,146,232,110536,111875,52708,1308,1191,117,1128,63,362200,,,847,117,5,112,0,675,55,344,235,567,204,148,68,42,0
25017301101,"Census Tract 3011.01, Middlesex County, Massachusetts",Census Tract 3011.01,4057,3319,235,0,274,0,48,181,1563,108,52,64,58,31,22,9,28,43,83,121,143,96,191,190,324,107604,130000,27961,1585,1178,407,1075,103,399200,,,841,167,16,151,0,656,18,337,373,599,174,242,134,16,25
25017301102,"Census Tract 3011.02, Middlesex County, Massachusetts",Census Tract 3011.02,4995,4675,36,0,25,0,54,205,1873,116,8,17,16,42,34,32,28,52,57,145,198,259,123,440,306,122942,126635,67721,1899,1707,192,1642,65,387600,,,1154,263,64,199,8,873,10,553,379,614,425,233,174,34,14
25017310101,"Census Tract 3101.01, Middlesex County, Massachusetts",Census Tract 3101.01,3805,2480,439,0,222,0,299,365,1777,76,94,194,85,77,12,39,85,107,60,211,173,111,150,205,98,66377,76768,48125,1867,498,1369,384,114,313300,,,417,0,0,0,0,417,0,81,766,594,220,173,24,0,0
25017310102,"Census Tract 3101.02, Middlesex County, Massachusetts",Census Tract 3101.02,2750,1741,201,0,236,0,187,385,1416,105,191,136,21,80,62,74,8,34,118,76,130,67,124,80,110,49531,150000,34773,1436,228,1208,182,46,371300,,,173,16,0,16,0,157,0,55,672,474,100,121,27,22,0
25017310200,"Census Tract 3102, Middlesex County, Massachusetts",Census Tract 3102,6597,3345,1344,0,778,5,815,310,2224,103,205,63,50,12,73,120,48,43,150,274,194,516,118,120,135,74386,109619,39694,2288,1245,1043,582,663,499700,,,807,7,0,7,0,800,0,438,612,340,407,624,154,66,21
25017310300,"Census Tract 3103, Middlesex County, Massachusetts",Census Tract 3103,6563,3791,738,0,928,0,311,795,2473,240,34,34,119,49,163,14,94,148,164,453,263,370,102,176,50,68071,69416,54470,2506,1233,1273,679,554,323500,,,958,44,16,28,13,901,0,275,670,723,476,342,129,129,4
25017310400,"Census Tract 3104, Middlesex County, Massachusetts",Census Tract 3104,3823,1874,591,0,162,81,268,847,1180,88,112,71,29,84,70,53,32,16,95,151,161,48,69,78,23,54038,69464,34650,1234,455,779,192,263,331500,,,299,39,12,27,0,260,0,156,219,231,158,281,193,62,36
25017310500,"Census Tract 3105, Middlesex County, Massachusetts",Census Tract 3105,3703,2349,220,0,409,0,198,527,1420,38,153,31,0,27,0,65,14,50,34,287,173,198,220,71,59,75410,104853,68438,1464,496,968,311,185,326700,,,361,24,0,24,0,337,0,135,377,485,127,305,72,54,0
25017310601,"Census Tract 3106.01, Middlesex County, Massachusetts",Census Tract 3106.01,5688,4171,398,0,257,0,529,333,2042,44,100,98,22,22,10,108,19,56,223,266,238,105,324,207,200,75872,126213,61964,2116,1397,719,1028,369,413200,,,1063,66,0,66,0,919,78,334,539,592,433,296,44,52,86
25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",Census Tract 3106.02,6189,3463,1184,5,1052,0,99,386,2405,105,71,40,50,45,29,0,0,0,150,260,505,459,189,255,247,94042,110556,91890,2599,1220,1379,761,459,356500,,,908,50,17,33,0,858,0,312,541,927,496,205,183,39,14
25017310700,"Census Tract 3107, Middlesex County, Massachusetts",Census Tract 3107,4475,2479,659,0,781,3,118,435,1451,22,86,53,119,106,48,33,17,142,81,152,263,67,51,62,149,62102,,60795,1557,281,1276,165,116,306700,,,249,31,0,31,0,218,0,32,499,273,215,214,170,58,22
25017311100,"Census Tract 3111, Middlesex County, Massachusetts",Census Tract 3111,2383,1097,314,6,569,20,86,291,1016,101,59,30,20,14,23,37,23,57,88,56,115,115,130,73,75,75000,105724,59600,1076,218,858,91,127,425700,,,171,13,2,11,13,145,0,47,331,321,132,138,75,19,0
25017311200,"Census Tract 3112, Middlesex County, Massachusetts",Census Tract 3112,3175,857,198,0,1446,0,458,216,1415,133,279,55,0,30,42,0,131,49,107,158,217,81,29,0,104,49102,34077,55323,1487,329,1158,141,188,355500,,,225,0,0,0,0,225,0,104,537,410,228,71,151,0,18
25017311300,"Census Tract 3113, Middlesex County, Massachusetts",Census Tract 3113,4606,1526,960,0,1342,0,253,525,1392,51,90,87,32,33,59,49,14,10,63,138,402,151,93,48,72,80316,96571,56613,1438,594,844,250,344,424300,,,419,0,0,0,0,405,14,175,342,275,213,274,186,67,35
25017311400,"Census Tract 3114, Middlesex County, Massachusetts",Census Tract 3114,6334,2443,1134,118,1640,0,587,412,2602,138,140,21,31,122,20,89,82,115,233,154,406,315,130,513,93,90244,101556,86447,2702,824,1878,497,327,468500,,,564,179,0,179,0,366,19,260,623,879,521,448,87,43,1
25017311500,"Census Tract 3115, Middlesex County, Massachusetts",Census Tract 3115,3245,967,125,0,1560,0,204,389,1129,48,0,19,49,49,36,35,0,0,12,113,87,152,31,82,416,122887,250001,73221,1149,662,487,240,422,547200,,,486,30,0,30,0,456,0,176,194,361,353,53,62,0,106
25017311600,"Census Tract 3116, Middlesex County, Massachusetts",Census Tract 3116,6329,2988,99,0,2754,0,31,457,1980,41,39,0,8,62,22,56,24,7,80,177,274,294,282,232,382,118170,135742,113068,2099,1179,920,766,413,462600,,,766,153,31,122,0,593,20,413,357,586,197,495,118,44,183
25017311700,"Census Tract 3117, Middlesex County, Massachusetts",Census Tract 3117,4840,1277,174,5,2479,0,631,274,1640,103,41,27,80,27,0,69,4,17,112,93,211,339,136,247,134,102500,118864,75900,1674,980,694,376,604,390200,,,721,18,0,18,0,658,45,259,408,348,385,228,59,117,95
25017311800,"Census Tract 3118, Middlesex County, Massachusetts",Census Tract 3118,3722,947,404,0,1842,0,211,318,1124,63,28,169,15,22,33,0,0,0,74,131,157,41,84,64,243,79034,167300,58056,1171,498,673,166,332,367800,,,378,87,31,56,0,291,0,120,153,294,118,321,189,18,31
25017311900,"Census Tract 3119, Middlesex County, Massachusetts",Census Tract 3119,3016,1152,322,0,615,0,498,429,1267,53,119,167,28,32,52,102,61,57,42,121,177,95,35,79,47,46108,73750,43244,1316,188,1128,102,86,293800,,,86,9,0,9,0,77,0,102,373,376,258,162,70,28,0
25017312000,"Census Tract 3120, Middlesex County, Massachusetts",Census Tract 3120,2909,1331,234,0,555,0,433,356,886,62,52,89,32,33,57,36,6,35,33,33,69,211,85,6,47,63676,39671,93309,1006,345,661,285,60,385500,,,143,23,0,23,0,103,17,202,210,226,44,206,76,18,106
25017312100,"Census Tract 3121, Middlesex County, Massachusetts",Census Tract 3121,3480,1495,665,0,541,0,451,328,1285,61,89,43,36,13,6,12,42,0,80,90,327,297,46,113,30,84678,102292,78700,1313,397,916,178,219,350000,,,325,76,11,65,0,242,7,72,431,305,174,204,99,25,47
25017312200,"Census Tract 3122, Middlesex County, Massachusetts",Census Tract 3122,4846,2324,345,0,1348,0,598,231,1788,34,6,20,73,63,25,61,80,38,153,356,252,123,276,88,140,73295,94792,65250,1860,1226,634,680,546,348200,,,941,78,0,78,0,803,60,285,437,470,452,177,179,42,31
25017312300,"Census Tract 3123, Middlesex County, Massachusetts",Census Tract 3123,5163,3352,348,0,761,23,280,399,2070,15,12,14,40,13,0,46,65,35,254,273,167,375,462,135,164,117649,119573,74861,2082,1331,751,907,424,343800,,,960,172,10,162,0,779,9,371,426,719,522,232,80,91,0
25017312400,"Census Tract 3124, Middlesex County, Massachusetts",Census Tract 3124,2169,1355,240,15,134,0,267,158,980,80,85,154,16,98,33,42,33,27,71,110,99,10,14,74,34,36667,,31250,1050,138,912,111,27,466700,,,70,12,0,12,0,58,0,68,418,283,126,44,20,51,38
25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",Census Tract 3125.01,4836,3424,224,0,631,0,375,182,1813,65,11,65,14,17,105,55,32,110,53,149,152,219,229,158,379,106114,125658,,1889,1318,571,1119,199,483900,,,992,108,19,89,0,743,141,326,528,624,243,216,42,126,34
25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",Census Tract 3125.02,4054,2887,121,0,471,0,103,472,1657,24,35,59,89,20,30,10,21,26,90,108,182,221,173,228,341,117007,136741,67163,1657,1173,484,1039,134,521300,,,747,147,12,135,0,558,42,426,472,552,254,249,115,5,10
25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",Census Tract 3131.01,7118,5846,2,0,488,0,452,330,2285,0,40,60,20,11,35,12,104,82,42,200,233,113,163,439,731,163802,169411,61022,2342,1964,378,1684,280,556000,,,1318,216,0,216,0,1092,10,646,369,679,396,495,139,178,29
25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",Census Tract 3131.02,5306,4490,176,0,450,0,34,156,1886,0,16,110,20,0,12,7,7,17,45,199,257,247,185,269,495,125938,144865,49412,2021,1642,379,1397,245,501900,,,1195,242,0,242,0,916,37,447,327,573,431,341,119,59,36
25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",Census Tract 3141.01,6907,5036,490,0,467,0,55,859,2381,39,110,59,41,21,104,87,78,21,33,169,138,488,131,383,479,115369,135156,35278,2435,1861,574,1622,239,464600,,,1255,134,29,105,0,1008,113,606,490,702,337,508,112,193,39
25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",Census Tract 3141.02,6951,5925,234,0,281,0,265,246,3017,121,28,28,126,46,117,193,55,34,176,433,278,481,382,282,237,89058,102077,70981,3126,2312,814,2042,270,394700,,,1361,251,32,219,0,1066,44,951,936,974,602,382,104,14,5
25017314200,"Census Tract 3142, Middlesex County, Massachusetts",Census Tract 3142,5665,4462,148,0,531,0,312,212,2087,31,43,45,21,20,96,0,93,182,52,138,457,146,95,447,221,87392,103217,46978,2087,1561,526,1147,414,474900,,,922,96,0,96,8,768,50,639,491,631,354,335,230,46,0
25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",Census Tract 3143.01,9329,8042,173,0,456,0,41,617,3561,89,57,47,43,0,110,137,189,141,84,239,297,474,419,648,587,121763,130349,79886,3686,2896,790,2504,392,474100,,,2009,403,14,389,13,1573,20,887,829,1432,279,643,312,39,27
25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",Census Tract 3143.02,3504,2968,0,0,167,0,19,350,1099,0,7,6,6,0,40,25,21,0,27,20,95,145,160,244,303,149479,153681,35500,1142,1049,93,882,167,615200,,,743,174,12,162,0,569,0,306,63,336,240,324,103,4,29
25017315100,"Census Tract 3151, Middlesex County, Massachusetts",Census Tract 3151,5835,5292,215,0,182,0,68,78,1961,50,25,0,25,89,83,46,48,10,96,72,145,37,288,219,728,147034,147388,,2006,1892,114,1727,165,605600,,,1243,209,0,209,0,987,47,649,339,653,238,347,265,90,29
25017315200,"Census Tract 3152, Middlesex County, Massachusetts",Census Tract 3152,8733,7657,216,0,325,0,19,516,3456,35,17,34,158,62,122,116,23,195,105,502,278,353,409,317,730,108438,118732,61827,3663,2491,1172,2359,132,555100,,,1693,240,52,188,13,1357,83,798,1118,1117,367,462,194,131,67
25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",Census Tract 3154.01,4042,3562,120,19,220,0,39,82,1730,63,43,55,14,93,52,59,7,36,50,179,149,255,208,255,212,107656,118333,,1730,1290,440,1173,117,442800,,,900,196,0,196,0,684,20,390,813,550,188,94,32,0,53
25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",Census Tract 3154.02,3302,3088,39,0,117,0,5,53,1336,8,0,16,30,0,17,9,0,10,85,188,137,160,115,164,397,126429,131591,100608,1365,1194,171,1054,140,596300,,,753,77,24,53,0,656,20,441,247,665,140,197,60,5,22
25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",Census Tract 3154.03,1590,1502,15,0,57,0,0,16,542,8,0,7,6,0,0,10,7,15,10,41,66,28,74,152,118,149808,154554,96250,542,517,25,503,14,560500,,,368,41,0,41,0,316,11,149,92,140,155,113,26,16,0
25017315500,"Census Tract 3155, Middlesex County, Massachusetts",Census Tract 3155,7666,6531,176,0,314,0,90,555,2908,0,0,34,18,33,15,18,170,136,273,117,178,293,375,486,762,136724,138141,,3011,2756,255,2457,299,502500,,,2076,339,0,339,0,1682,55,680,429,1188,642,393,130,27,99
25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",Census Tract 3161.01,4633,4133,97,0,254,0,26,123,1625,42,0,32,47,42,11,11,24,11,31,147,88,148,211,304,476,145875,147500,,1633,1592,41,1479,113,598500,,,996,150,8,142,9,787,50,596,210,683,261,239,139,89,4
25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",Census Tract 3161.02,6646,5916,211,0,288,8,134,89,2352,36,19,32,43,17,29,11,14,54,37,205,199,100,173,754,629,163327,168644,,2439,1772,667,1590,182,609900,,,1208,251,0,251,0,902,55,564,391,911,328,553,107,25,37
25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",Census Tract 3162.01,4388,3895,55,0,249,0,45,144,1528,14,11,18,37,11,18,0,0,11,37,65,247,122,168,293,476,153333,154750,,1553,1511,42,1334,177,598200,,,910,161,0,161,0,736,13,601,261,493,367,222,73,71,41
25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",Census Tract 3162.02,3793,2576,237,0,700,0,109,171,1334,18,30,0,22,13,61,23,0,0,30,130,157,160,137,204,349,126797,138500,89250,1334,1284,50,953,331,583200,,,930,244,4,240,0,665,21,354,248,367,303,241,117,39,19
25017316300,"Census Tract 3163, Middlesex County, Massachusetts",Census Tract 3163,8536,6487,326,0,1050,0,159,514,3685,158,61,66,37,59,15,46,198,114,106,205,415,483,259,799,664,116659,140149,104364,3720,2261,1459,1872,389,541100,,,1728,109,12,97,0,1539,80,533,786,1569,762,419,149,0,0
25017316400,"Census Tract 3164, Middlesex County, Massachusetts",Census Tract 3164,6902,5528,301,0,421,0,257,395,2558,29,12,16,0,0,14,145,17,36,43,142,291,169,387,624,633,149191,166232,141100,2558,2076,482,1732,344,584600,,,1440,35,0,35,0,1374,31,636,418,1299,343,348,132,18,0
25017316500,"Census Tract 3165, Middlesex County, Massachusetts",Census Tract 3165,6802,4033,732,0,565,0,582,890,2571,209,34,0,0,20,41,17,123,103,178,129,310,241,394,264,508,107313,138119,61856,2587,1732,855,1362,370,476800,,,1386,365,41,324,0,1003,18,346,648,598,763,360,88,93,21
25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",Census Tract 3171.01,6486,4779,14,6,737,0,368,582,3029,188,11,212,46,69,66,114,68,67,145,208,217,371,264,280,703,103808,138288,43523,3121,1966,1155,1504,462,525900,,,1116,195,0,195,0,910,11,850,1080,949,545,349,97,9,0
25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",Census Tract 3171.02,5136,3921,129,49,716,0,12,309,1705,50,0,12,14,38,29,23,11,15,82,61,124,296,190,326,434,131719,133000,113906,1927,1324,603,1108,216,569900,,,1008,233,7,226,12,706,57,316,257,591,271,273,152,147,14
25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",Census Tract 3171.03,4908,4053,281,0,320,0,84,170,1712,0,14,0,12,0,64,15,0,9,95,49,192,150,136,251,725,160865,162308,91591,1761,1682,79,1481,201,624500,,,1116,157,7,150,0,921,38,566,271,667,244,291,156,31,52
25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",Census Tract 3172.01,2687,2263,3,12,233,0,44,132,901,0,0,0,25,9,7,0,29,8,23,59,65,44,52,112,468,206875,206875,,901,901,0,765,136,663200,,,626,93,9,84,0,469,64,275,108,329,167,194,80,9,14
25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",Census Tract 3172.02,4259,3769,0,0,241,0,119,130,1333,0,25,0,0,8,0,11,10,22,17,87,56,80,49,365,603,184531,186648,,1333,1301,32,1152,149,646100,,,909,168,0,168,20,673,48,392,96,498,208,241,136,143,11
25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",Census Tract 3172.03,3812,3193,3,0,215,0,75,326,1399,54,18,37,29,50,24,14,0,10,31,93,158,139,111,186,445,132868,152083,98184,1469,1198,271,1084,114,499700,,,898,119,26,93,0,774,5,300,337,392,266,283,110,11,0
25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",Census Tract 3173.01,3418,2401,242,12,603,0,105,55,1100,34,39,0,0,36,11,0,39,10,24,99,142,84,136,187,259,142000,149394,62260,1100,891,209,641,250,516700,,,627,88,62,26,0,539,0,264,210,324,192,189,31,127,27
25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",Census Tract 3173.02,5514,5016,23,0,222,0,131,122,2317,69,16,74,0,14,55,18,58,35,29,172,273,313,192,615,384,133225,143185,78796,2366,1961,405,1799,162,425000,,,1508,101,10,91,0,1341,66,453,709,629,484,384,31,61,19
25017318100,"Census Tract 3181, Middlesex County, Massachusetts",Census Tract 3181,6831,5174,1,0,1506,0,25,125,2440,11,17,0,56,205,0,0,12,0,88,111,213,163,179,384,1001,162763,166902,,2571,2279,292,1822,457,674000,,,1423,226,16,210,42,1127,28,856,294,977,341,658,118,23,29
25017318200,"Census Tract 3182, Middlesex County, Massachusetts",Census Tract 3182,4976,3238,48,19,1398,0,16,257,1911,67,0,25,27,24,34,40,0,36,41,108,142,240,180,303,644,146319,170726,71058,1947,1630,317,1113,517,616800,,,1236,197,30,167,0,1021,18,394,426,550,391,355,101,88,0
25017318300,"Census Tract 3183, Middlesex County, Massachusetts",Census Tract 3183,8224,5864,14,0,1650,0,335,361,2771,53,8,23,0,18,45,21,0,0,43,52,102,214,239,393,1560,211590,215511,,2914,2599,315,2017,582,715300,,,1719,269,0,269,0,1408,42,880,359,896,730,514,179,71,22
25017318400,"Census Tract 3184, Middlesex County, Massachusetts",Census Tract 3184,4553,3130,11,0,1163,0,88,161,1692,21,37,43,20,39,17,26,9,71,94,76,101,35,194,202,707,154104,207639,47314,1749,1289,460,929,360,767100,,,1047,238,69,169,0,800,9,242,370,517,330,355,110,0,10
25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",Census Tract 3201.02,5713,4558,66,0,791,0,78,220,1943,25,16,23,0,21,31,7,0,0,32,48,100,126,95,265,1154,244946,249792,163893,1972,1842,130,1501,341,773700,,,1418,292,54,238,0,1086,40,424,242,567,399,554,115,62,4
25017320105,"Census Tract 3201.05, Middlesex County, Massachusetts",Census Tract 3201.05,2464,1909,3,0,335,0,80,137,939,26,21,27,7,55,7,8,36,29,6,39,63,80,21,57,457,185139,250001,29886,949,740,209,568,172,716200,,,553,39,0,39,0,503,11,187,300,229,118,206,44,32,10
25017320106,"Census Tract 3201.06, Middlesex County, Massachusetts",Census Tract 3201.06,6614,5216,67,0,445,0,195,691,2213,31,18,35,0,0,82,63,0,0,100,21,162,95,141,325,1140,215130,223036,87391,2345,1869,476,1610,259,687600,,,1361,117,19,98,0,1244,0,508,294,498,749,576,56,20,20
25017320107,"Census Tract 3201.07, Middlesex County, Massachusetts",Census Tract 3201.07,4259,2214,2,0,1751,0,76,216,1538,34,0,10,18,9,15,40,0,15,54,49,92,50,93,388,671,178621,210347,90043,1641,1209,432,620,589,728500,,,980,97,0,97,0,883,0,229,225,376,497,292,148,0,0
25017321100,"Census Tract 3211, Middlesex County, Massachusetts",Census Tract 3211,6525,4435,103,0,723,0,372,892,2933,139,54,74,122,155,60,38,26,171,140,289,282,326,346,142,569,92634,124618,47925,3061,2005,1056,1526,479,509700,,,1114,126,0,126,0,988,0,891,948,1189,348,303,89,56,0
25017321200,"Census Tract 3212, Middlesex County, Massachusetts",Census Tract 3212,8140,5065,130,23,220,0,1917,785,2768,59,0,33,172,24,92,142,77,84,288,170,258,271,265,477,356,98026,142689,57721,2768,1540,1228,1384,156,477000,,,983,190,101,89,0,760,33,557,764,785,327,436,168,90,198
25017321301,"Census Tract 3213.01, Middlesex County, Massachusetts",Census Tract 3213.01,4650,2622,161,32,56,0,670,1109,2033,92,162,115,39,115,143,129,13,39,19,347,290,216,161,42,111,67261,122908,48100,2158,653,1505,361,292,395200,,,519,10,10,0,0,509,0,134,916,420,252,198,148,60,39
25017321302,"Census Tract 3213.02, Middlesex County, Massachusetts",Census Tract 3213.02,3299,2049,138,0,331,0,498,283,1461,76,0,30,105,0,31,62,88,38,14,196,105,65,268,155,228,96016,116944,,1582,816,766,706,110,475800,,,457,63,0,63,0,350,44,359,411,405,380,246,13,6,0
25017321400,"Census Tract 3214, Middlesex County, Massachusetts",Census Tract 3214,4436,2847,557,0,196,0,113,723,1777,19,0,0,60,64,0,26,79,19,87,124,133,274,204,398,290,125972,117008,141078,1851,1059,792,756,303,521500,,,777,111,20,91,21,623,22,282,459,632,380,212,74,20,0
25017321500,"Census Tract 3215, Middlesex County, Massachusetts",Census Tract 3215,7229,4461,40,0,280,0,703,1745,2952,134,158,15,60,138,14,147,119,0,150,259,319,222,520,444,253,94274,129403,67716,3096,1543,1553,1202,341,464000,,,1116,138,28,110,0,950,28,427,840,1189,199,523,112,45,44
25017321600,"Census Tract 3216, Middlesex County, Massachusetts",Census Tract 3216,7119,3719,383,0,221,0,1547,1249,2725,132,154,24,64,14,11,19,92,125,192,162,306,295,166,359,610,102883,138929,53063,2854,1736,1118,1206,530,526300,,,1077,228,12,216,7,831,11,659,724,835,535,473,72,15,71
25017322100,"Census Tract 3221, Middlesex County, Massachusetts",Census Tract 3221,4843,3795,2,0,385,8,119,534,1587,11,11,11,0,11,10,21,26,17,49,93,209,151,51,385,531,161358,162220,,1704,1547,157,1352,195,584200,,,1177,155,6,149,9,998,15,370,242,531,283,323,124,41,43
25017322200,"Census Tract 3222, Middlesex County, Massachusetts",Census Tract 3222,4381,3504,10,38,389,0,179,261,1980,55,35,56,15,26,47,72,66,48,103,130,237,186,214,282,408,109120,144915,81797,2078,1355,723,1137,218,481200,,,863,105,62,43,0,752,6,492,524,867,301,249,32,7,0
25017322300,"Census Tract 3223, Middlesex County, Massachusetts",Census Tract 3223,5843,4450,93,106,285,0,328,581,2554,175,96,59,39,69,108,122,65,50,274,289,316,262,210,158,262,68665,82556,44692,2797,1694,1103,1505,189,433600,,,848,153,0,153,0,677,18,846,919,862,343,291,98,23,18
25017322400,"Census Tract 3224, Middlesex County, Massachusetts",Census Tract 3224,4892,4239,87,0,95,0,376,95,1920,30,38,26,40,27,45,13,21,44,76,162,202,201,180,348,467,127976,146136,93750,1981,1396,585,1275,121,468600,,,872,109,5,104,0,748,15,524,409,722,263,365,152,9,0
25017323101,"Census Tract 3231.01, Middlesex County, Massachusetts",Census Tract 3231.01,3702,3230,168,0,69,0,81,154,1485,31,50,0,27,41,0,35,22,17,43,166,53,88,18,315,579,169120,207614,70992,1515,1111,404,1031,80,672900,,,767,175,0,175,0,565,27,344,372,573,140,235,154,11,0
25017323102,"Census Tract 3231.02, Middlesex County, Massachusetts",Census Tract 3231.02,3407,2703,57,0,315,0,161,171,1246,9,6,86,7,0,0,0,53,4,31,63,55,51,32,240,609,194722,194792,,1246,1225,21,1012,213,650200,,,944,171,0,171,0,729,44,281,130,396,404,251,36,29,0
25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",Census Tract 3241.01,5682,4813,3,0,605,0,71,190,2082,72,21,0,75,63,0,35,57,9,56,217,135,177,212,310,643,134244,165200,65104,2227,1782,445,1560,222,614500,,,1175,194,0,194,0,936,45,607,510,509,466,449,109,15,24
25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",Census Tract 3241.02,4468,3717,58,35,345,0,69,244,1555,53,25,17,0,29,15,31,43,0,46,126,123,76,116,229,626,166493,190833,57375,1631,1292,339,1127,165,659600,,,912,162,0,162,0,715,35,380,246,505,306,323,95,49,31
25017325101,"Census Tract 3251.01, Middlesex County, Massachusetts",Census Tract 3251.01,3958,3099,38,0,259,0,0,562,1629,75,0,8,10,26,27,48,26,38,0,218,172,150,97,212,522,137656,160909,95346,1736,1250,486,1164,86,410000,,,975,120,0,120,0,794,61,275,512,347,434,301,14,12,9
25017325102,"Census Tract 3251.02, Middlesex County, Massachusetts",Census Tract 3251.02,4533,3193,320,6,122,0,381,511,1987,82,52,10,10,135,117,8,0,105,256,164,197,156,173,267,255,88040,120069,53525,2140,1293,847,1094,199,422300,,,855,171,0,171,0,661,23,438,899,464,327,124,52,105,16
25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",Census Tract 3261.01,5181,4424,66,0,405,0,44,242,1533,29,36,19,37,0,8,3,56,48,23,80,134,117,124,121,698,167188,199667,66518,1592,1338,254,1144,194,671900,,,946,154,13,141,0,788,4,392,280,403,209,373,198,31,39
25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",Census Tract 3261.02,6084,5142,48,0,271,0,27,596,2135,144,13,0,47,80,52,15,13,30,136,50,95,93,60,269,1038,195625,218077,,2190,1940,250,1691,249,674900,,,1351,298,16,282,0,1023,30,589,445,569,488,474,108,0,51
25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",Census Tract 3271.01,4103,3832,46,0,29,0,28,168,1312,46,0,0,0,10,36,9,12,0,72,72,98,147,93,216,501,164583,168299,112917,1391,1223,168,1119,104,490700,,,902,97,0,97,0,783,22,321,144,454,202,243,186,57,26
25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",Census Tract 3271.02,3875,3406,33,0,260,0,30,146,1549,15,0,0,54,75,12,30,24,46,26,146,159,137,213,204,408,128125,132444,76900,1549,1231,318,1181,50,415800,,,853,94,25,69,0,738,21,378,346,530,334,265,62,12,0
25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",Census Tract 3271.03,3678,2847,234,0,370,0,0,227,1452,107,38,33,52,66,0,22,39,0,109,100,181,125,95,248,237,98779,125795,22361,1567,1139,428,997,142,474700,,,802,105,9,96,0,667,30,337,485,415,244,216,15,15,62
